text,label
"A fiercely clever and subtle film ,",1
falls to the floor with a sickening thud .,0
real humor,1
"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",1
"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things ,",1
offensive,0
on the cinematic front,1
"nervy , risky",0
Just a collection of this and that -- whatever fills time -- with no unified whole,0
makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .,1
his excellent cast,1
Could n't someone take Rob Schneider and have him switch bodies with a funny person ?,0
desperation,0
", artificial and opaque",0
admire the ensemble players and,1
love and power,1
slick and manufactured to claim street credibility,1
everyman 's romance comedy,1
"a choppy , surface-effect feeling to the whole enterprise",0
"is n't much of a mystery , unfortunately .",0
watered-down,0
... digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .,1
"a crowd-pleaser , but then , so",1
"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally",1
The story is bogus and,0
a snore and utter tripe,0
uncompromising,1
lame romantic comedy,0
he was reading the minds of the audience .,1
It gets the details of its time frame right,1
"it is a kind , unapologetic , sweetheart of a movie ,",1
this film will attach a human face to all those little steaming cartons .,1
"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",0
stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits,0
felt disrespected .,0
that satisfies,1
kid-empowerment,1
"That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon -LRB- who is always a joy to watch , even when her material is not first-rate -RRB-",1
"it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast",0
"pathetic acting , poorly dubbed dialogue and murky cinematography",0
Great character interaction .,1
medicine,1
"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",0
marvel again,1
But how it washed out despite all of that is the project 's prime mystery .,0
fully successful,1
frustratingly timid and soggy,0
"easily and , in the end , not well enough",0
"comes from the brave , uninhibited performances by its lead actors .",1
"eats , meddles , argues , laughs , kibbitzes and fights",1
zings along with vibrance and warmth,1
"An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular",1
become one of our best actors,1
anachronistic phantasms haunting the imagined glory of their own pasts,1
The result is more depressing than liberating,0
adorably whimsical comedy,1
a world of meaningless activity,0
"offers little insight into the experience of being forty , female and single .",0
does n't know it 's a comedy .,0
"are repeatedly undercut by the brutality of the jokes , most at women 's expense",0
"Priggish , lethargically paced parable of renewal .",0
is unusual but unfortunately also irritating .,0
As tricky and satisfying as any of David,1
Its engaging simplicity is driven by appealing leads .,1
of ace Japanimator Hayao Miyazaki 's Spirited Away,1
"has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else",0
as crisp and,1
thrown-together,0
plenty of entertainment value,1
never make a convincing case for the relevance of these two 20th-century footnotes .,0
accompanying the stunt-hungry dimwits,0
dialogue and likeable characters,1
that goes wrong thanks to culture shock and a refusal to empathize with others,0
is one of the year 's worst cinematic tragedies,0
"It 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work .",1
technically proficient,1
a masterfully,1
to cliches and pat storytelling,0
supremely,1
Runs on the pure adrenalin,1
"an exciting , clever story with a batch of appealing characters",1
races and rackets,1
puerile,0
"to find that real natural , even-flowing tone that few movies are able to accomplish",1
"an unsettling sight ,",0
its funny moments,1
"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .",1
With its parade of almost perpetually wasted characters,0
Has its share of arresting images,1
"Spinning a web of dazzling entertainment may be overstating it ,",1
impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,1
subtle and visceral,1
distinguished,1
"its exquisite acting , inventive screenplay , mesmerizing music",1
where a masterpiece should be,1
's unique or memorable,1
an appealing veneer,1
in the business,1
tolerate the redneck-versus-blueblood cliches that the film trades in,0
", being about nothing is sometimes funnier than being about something",1
that criticizing feels more like commiserating,0
high above run-of-the-filth gangster flicks,1
is a good and ambitious film,1
modest masterpiece .,1
a fascinating little tale,1
me want to get made-up and go see this movie with my sisters,1
that director M. Night Shyamalan can weave an eerie spell and,1
keep them guessing,1
villainous,0
trick you,0
is not worth,0
"is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast",1
shimmers with it,1
its welcome with audiences several years,1
Tends to plod .,0
a lumbering load,0
", this is likely to cause massive cardiac arrest if taken in large doses .",0
proves to be a compelling,1
the absurdities and inconsistencies,0
resourceful hero,1
impressively true for being so hot-blooded,1
sacrificing its high-minded appeal,0
flourishes,1
"is the score , as in the songs translate well to film",1
those gimmicks,0
and much better,1
"God help us , but Capra and Cooper are rolling over in their graves",0
nice change,1
Vulgar is too optimistic a title .,0
"is haunting ... -LRB- It 's -RRB- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .",1
with acting ambition but no sense of pride or shame,0
"but disintegrates into a dreary , humorless soap opera",0
unbearably dull,0
just becomes sad,0
that plays like a loosely-connected string of acting-workshop exercises,0
"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",1
feel like the longest 90 minutes of your movie-going life,0
The leanest and meanest of Solondz 's misanthropic comedies,1
"can tell what it is supposed to be , but ca n't really call it a work of art .",0
A well-acted movie,1
Fantastic !,1
"derive from the screenplay , but rather the mediocre performances by most of the actors involved",0
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",1
"Dull and mechanical ,",0
cinematic experience,1
Sad to say,0
trying to be more complex than your average film,1
fierce competition,1
Captures the raw comic energy of one of our most flamboyant female comics .,1
consistently sensitive,1
", elusive , yet inexplicably",1
it 's hardly a necessary enterprise .,0
is a film living far too much in its own head,0
One of the most original American productions this year,1
becomes predictably conventional .,0
that recalls the classics of early Italian neorealism,1
that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating,0
getting all excited about a chocolate eclair and then biting into it and finding the filling missing,0
Shrewd but pointless,0
"slightly naughty , just-above-average off - Broadway play",1
", Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",0
excites the imagination,1
"looked like crap , so crap is what I was expecting .",0
This is an interesting movie ! '',1
"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .",1
"Simply put , `` Far From Heaven '' is a masterpiece .",1
that 's lived too long,0
is so bad it does n't improve upon the experience of staring at a blank screen,0
is certainly well-meaning,1
"The movie has no respect for laws , political correctness or common decency , but",0
"catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera",0
", the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .",1
", endearing",1
almost impossible,0
is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,0
many such biographical melodramas,0
that really does n't have much to say beyond the news,0
is a fascinating film because there is no clear-cut hero and no all-out villain,1
an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair,1
"is even more embracing than Monty ,",1
limp Eddie Murphy,0
", for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent",1
"Every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .",0
remarkable procession,1
A passionately inquisitive film determined to uncover the truth and hopefully inspire action .,1
a delightful romantic comedy with plenty,1
", the director 's experiment is a successful one .",1
"When it 's this rich and luscious , who cares ?",1
is a gem,1
sequences boring .,0
unless one considers cliched dialogue and perverse escapism a source of high hilarity,0
any thinking person is bound to appreciate,1
So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .,0
it makes up for with its heart .,1
the working out of the plot almost arbitrary,0
find it fascinating,1
"however entertainingly presented ,",1
barely give a thought to the folks who prepare and deliver it,0
that 's not much to hang a soap opera on,0
Pinochet,0
", Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",0
"what an idea , what a thrill ride .",1
as much of a mess as this one,0
Alexander Payne 's ode to the Everyman,1
could n't make a guest appearance to liven things up,0
Highlighted by a gritty style and an excellent cast,1
"Return to Never Land may be another shameless attempt by Disney to rake in dough from baby boomer families ,",0
their surroundings,1
's hard to quibble with a flick boasting this many genuine cackles,1
has its audience giddy with the delight of discovery,1
"No , I love it ... hell , I dunno .",1
"Things really get weird , though not particularly scary : the movie is all portent and no content .",0
his trademark misogyny,0
is often way off,0
often surprising twists,1
marks an encouraging new direction for La Salle .,1
uncanny tale,1
is too steeped in fairy tales and other childish things to appeal much to teenagers,0
especially poignant portrait,1
"his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",0
of the acting breed,1
brutally honest documentary,1
best short,1
You can take the grandkids or the grandparents and never worry about anyone being bored ...,1
the breezy and amateurish feel,0
a sermon for most of its running time,0
"has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",1
"it will be , and in that sense is a movie that deserves recommendation",1
"like the logical , unforced continuation of the careers of a pair of spy kids",1
gets rock-n-rolling,1
the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground,0
"Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees .",0
is not one of the movies you 'd want to watch if you only had a week to live .,0
most jaded,1
is generous and deep,1
the action and special effects,1
rank as three of the most multilayered and sympathetic female characters of the year .,1
so teeming that even cranky adults may rediscover the quivering kid inside,1
"we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .",0
", beautifully realized",1
feeling like you 've seen a movie instead of an endless trailer,1
the most disappointing Woody Allen movie,0
made No Such Thing,0
"and con , for adults",0
sour attempt,0
uses a magnificent landscape to create a feature film that is wickedly fun to watch,1
"into something provocative , rich , and strange",1
more fascinating -- being real --,1
Diaz wears out her welcome in her most charmless performance,0
A funny and touching film that is gorgeously,1
"fare , with enough creative energy and wit to entertain all ages",1
a customarily jovial air,1
thoughtful and brimming,1
"is a dark , gritty , sometimes funny little gem .",1
"attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way",0
than it is to sit through,0
take centre screen,1
The only pain,0
beautifully sung,1
interpret the film 's end as hopeful or optimistic,1
"infuses the movie with much of its slender , glinting charm .",1
Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,1
"is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",0
otherwise bleak,0
A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' :,0
ideas and wry comic mayhem,1
"tight , brisk 85-minute screwball thriller",1
The movie is silly beyond comprehension,0
that 's packed with just as much intelligence as action,1
Sleek,1
really a thriller so much,1
Birthday Girl 's calculated events,0
does not achieve the kind of dramatic unity that transports you,0
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone,1
made The Full Monty a smashing success,1
you have Ellen Pompeo sitting next to you for the ride,1
be delighted simply to spend more time with familiar cartoon characters,1
well-acted by James Spader and Maggie Gyllenhaal,1
it lacks the utter authority of a genre gem,0
"done , but slow",0
's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,0
"like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",0
is a must !,1
The observations,1
with a bright future ahead of him,1
allows Americans to finally revel in its splendor,1
defining,1
inane and awful,0
"treads predictably along familiar territory ,",0
sketchy characters and immature provocations can fully succeed at cheapening it .,0
drawn toward the light -- the light of the exit sign,0
be too busy cursing the film 's strategically placed white sheets,0
"with results that are sometimes bracing , sometimes baffling and quite often , and",1
star to play second fiddle to the dull effects that allow the suit to come to life,0
Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,1
distinctly minor,0
best Korean film,1
"the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .",1
a good-hearted ensemble comedy,1
savaged the lives and liberties of the poor and the dispossessed,0
the best performance from either in years,1
the potential success,1
to sustain a good simmer for most of its running time,1
the sheer beauty,1
has managed to marry science fiction with film noir and action flicks with philosophical inquiry,1
serves as the antidote -LRB- and cannier doppelganger -RRB- to Diesel 's XXX flex-a-thon,1
confines himself to shtick and sentimentality --,0
a collectively stellar performance,1
warmth and,1
muddy sound,0
the stamina,1
off the rare trick of recreating,1
mixing with reality and actors playing more than one role just to add to the confusion,0
effective film,1
take as long as you 've paid a matinee price,0
"The film does n't have enough innovation or pizazz to attract teenagers , and",0
fairly uneventful,0
in all its director 's cut glory,1
its electronic expression through cyber culture,1
cursing,0
been grossly underestimated,0
its own detriment,0
does not make for much of a movie,0
irony-free,1
gives it a buoyant delivery,1
seen as propaganda,0
"and Wai Ka Fai are -RRB- sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests",1
"assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic ,",1
will probably make you angry,0
has a forcefully quirky tone that quickly wears out its limited welcome,0
that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life,0
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",1
"fake , dishonest",0
"Ice Age wo n't drop your jaw , but",1
to overcome gaps in character development and story logic,0
a terrific role,1
I 'm not sure these words have ever been together in the same sentence :,0
be consumed and forgotten,0
celebrates the human spirit with such unrelenting Dickensian decency that it turned me -LRB- horrors ! -RRB-,1
"Fessenden has nurtured his metaphors at the expense of his narrative ,",0
this nasty comedy,0
The huskies are beautiful,1
Frida gets the job done .,1
powerful and astonishingly vivid Holocaust drama,1
"knows everything and answers all questions , is visually smart , cleverly written",1
", virulent and foul-natured",0
-LRB- and beautifully edited,1
me want to scream,0
jackass,0
purposes of bland Hollywood romance,0
a wonder,1
It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,1
seem to match the power of their surroundings,1
An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer,0
"Kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",0
IMAX sound system,1
jams too many prefabricated story elements,0
"created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .",1
attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago,0
understand why anyone in his right mind would even think to make the attraction a movie,0
"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue",0
its committed dumbness,0
its elbows sticking out where the knees should be,0
choke,0
pass this stinker off as a scary movie,0
none of which amounts to much of a story,0
introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix,0
"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure ,",1
"the same tired old gags , modernized for the extreme sports generation",0
provide a reason for us to care beyond the very basic dictums of human decency,0
from little screen to big,1
tries too hard to be emotional,0
An easy watch,1
are reflected in almost every scene,1
"is advised to take the warning literally , and log on to something more user-friendly",0
's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another,0
"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .",1
with no unified whole,0
"If you like quirky , odd movies and\/or the ironic , here 's a fun one .",1
jell into charm,1
"often watchable , though goofy and lurid ,",1
", and better",1
Astonishingly skillful and moving ...,1
"It 's painful to watch Witherspoon 's talents wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination , I mean , Alabama . '",0
such a good job,1
smeary,0
A great companion piece,1
"friendship ,",1
into a believable mother\/daughter pair,1
rotten,0
actually give them life,1
's a spirited film and a must-see,1
an exciting plot,1
"is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .",0
... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,1
"a dazzling , remarkably unpretentious reminder",1
"'s clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",0
this engaging and literate psychodrama,1
provides a nice change of mindless pace in collision,1
are so stunning,1
ultimately life-affirming,1
most ingenious film,1
perfected,1
"give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears",0
"A sun-drenched masterpiece ,",1
"A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .",1
she loves them to pieces,1
"It 's an ambitious film ,",1
"The off-center humor is a constant , and the ensemble gives it a buoyant delivery .",1
That rare documentary that incorporates so much,1
while it evaporates like so much crypt mist in the brain,0
such confidence,1
action-packed an experience,1
"This is popcorn movie fun with equal doses of action , cheese , ham and cheek -LRB- as well as a serious debt to The Road Warrior -RRB- , but",1
low-grade cheese standards,0
the actors ' perfect comic timing,1
's just another cartoon with an unstoppable superman .,0
a meaty subject,1
did n't have an original bone in his body,0
prescribed,1
", there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",0
baseball movies that try too hard to be mythic,0
seems to have recharged him .,1
"clever , offbeat and",1
's a love story as sanguine as its title,1
by a fantastic dual performance from Ian Holm,1
counter-cultural idealism and hedonistic creativity,1
's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads,0
inventive screenplay,1
fairly revealing,1
A lively and engaging examination of how similar obsessions can dominate a family .,1
something of a stiff --,0
Exploitative and,0
"'ll be wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions , especially because Half Past Dead is like The Rock on a Wal-Mart budget .",0
takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals,1
talent,1
"jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway",1
revelled in the entertaining shallows,1
"One Hour Photo may seem disappointing in its generalities , but",0
twitchy acting,0
updating White 's dry wit to a new age,1
a particularly good film,1
"packed to bursting with incident , and with scores of characters , some fictional , some from history",1
"of an engaging storyline , which also is n't embarrassed to make you reach for the tissues",1
ourselves is One Hour Photo 's real strength,1
"is in many ways a conventional , even predictable remake",0
Get out your pooper-scoopers .,0
easy to be bored by as your ABC 's,0
"Assayas ' ambitious , sometimes beautiful adaptation",1
"Colorful , energetic and sweetly whimsical",1
good looks,1
"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",0
by surrounding himself with untalented people,0
is the heart and soul of cinema,1
The Ya-Ya 's have many secrets and one is - the books are better,0
but because of the startling intimacy,1
do n't have the slightest difficulty accepting him in the role .,1
It 's tough to watch,0
attempt to bring cohesion to Pamela 's emotional roller coaster life,0
writer-director Kurt Wimmer,1
goes nowhere .,0
in which this fascinating -- and timely -- content comes wrapped,1
playing an ingenue makes her nomination as best actress even more of a an a,1
come along that turns me into that annoying specimen of humanity that I usually dread encountering the most - The Fanboy,1
clever by about nine-tenths,1
link together,1
The solid filmmaking,1
The Benjamins that 's hard to resist,1
the eye candy here lacks considerable brio .,0
"is so slovenly done , so primitive in technique , that it ca n't really be called animation .",0
A fascinating literary mystery story with multiple,1
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus",1
is its reliance on formula,0
delightful stimulus,1
a talent,1
have rarely seen,1
Whatever complaints I might have,0
Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .,1
trying to have the best of both worlds,0
"thrills , too many flashbacks and",0
wastes an exceptionally good idea .,0
graced,1
then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .,1
a ` bad ' police shooting,0
exciting plot,1
bother if you 're going to subjugate truth to the tear-jerking demands of soap opera,0
a determined woman 's courage to find her husband in a war zone,1
"Juliette Binoche 's Sand is vivacious ,",1
delightful little film,1
A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,1
thoughtfully written,1
as its origins in an Anne Rice novel dictate,1
's Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ',1
much like a fragment of an underdone potato,0
explosive physical energy and convincing intelligence,1
"in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor",1
"are equal parts poetry and politics , obvious at times but evocative and heartfelt",1
more than a bait-and-switch,1
makes her nomination as best actress even more of a an a,1
slightest difficulty,0
"An empty , ugly exercise in druggy trance-noir and trumped-up street credibility",0
However stale the material,0
If you recognize Zeus -LRB- the dog from Snatch -RRB- it will make you wish you were at home watching that movie instead of in the theater watching this one .,0
"one-sided , outwardly sexist or",0
", Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",1
thoughtful dialogue,1
", you 'll wait in vain for a movie to happen .",0
"solid , spooky",1
A film without surprise,0
proved its creative mettle,1
selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda,0
but dull and ankle-deep ` epic,0
corny conventions,0
it one of the year 's most enjoyable releases,1
the most good-hearted yet sensual entertainment,1
leads to a satisfying destination,1
the subject matter is as adult as you can get,1
"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .",1
"a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score",1
hated myself,0
"fun , curiously adolescent movie",1
if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion,0
"its courage , ideas , technical proficiency and",1
"its heart ,",1
succeed merrily at their noble endeavor .,1
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something,0
ca n't even,0
with music and laughter,1
most poorly staged,0
", dopey old",0
", passionate",1
bloody beauty,1
A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,0
Clarke-Williams 's,1
There is only so much baked cardboard I need to chew .,0
"takes a classic story , casts attractive and talented actors",1
that reopens an interesting controversy and never succumbs to sensationalism,1
the gifted Pearce,1
most ill-conceived,0
endless scenic shots that make 105 minutes seem twice as long,0
feel my eyelids ... getting ... very,0
"as if they were jokes : a setup , delivery and payoff",1
reasonably creative,1
Quentin Tarantino 's climactic shootout,1
"a bit exploitative but also nicely done , morally alert",1
", Satan is throwing up his hands in surrender , is firing his R&D people , and has decided he will just screen The Master of Disguise 24\/7 .",0
seems to exist only for its climactic setpiece,0
crowd pleaser,1
", energetic and sweetly whimsical",1
"is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0
that manages to have a good time as it doles out pieces of the famous director 's life,1
bumbling,0
TV,1
"will surely be profane , politically",0
It 's not particularly subtle ...,0
Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .,1
thanks to the presence,1
her welcome in her most charmless performance,0
marveled,1
", Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",1
"O Fantasma is boldly , confidently orchestrated , aesthetically and sexually ,",1
violent and mindless,0
Even if the Naipaul original remains the real masterpiece,1
Welcome to Collinwood never catches fire .,0
"The film has a nearly terminal case of the cutes , and it 's neither as funny nor as charming as it thinks it is",0
vibrant charm,1
An edgy thriller,1
one only a true believer could relish,1
cultural intrigue,1
S1M0NE 's satire is not subtle,0
downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,1
Does n't deserve a passing grade -LRB- even on a curve -RRB-,0
has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,1
Dense,0
"I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",0
gives The Lady and the Duke something of a theatrical air,1
"If you ever wanted to be an astronaut , this is the ultimate movie experience -",1
into the nature of faith,1
A sleep-inducingly slow-paced crime drama,0
"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",0
"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",1
skit-com material fervently deposited on the big screen .,0
A film of quiet power .,1
humor to cover up the yawning chasm where the plot should be,0
neorealism 's,0
a lot of charm,1
seem genuine rather than pandering,1
's just rather leaden and dull .,0
thanks to Huston 's revelatory performance,1
For 95 often hilarious minutes,1
contemporary Chinese life that many outsiders will be surprised to know,1
defend himself,1
suspenseful spin,1
"A heartbreakingly thoughtful minor classic ,",1
is a relationship that is worthy of our respect,1
masterfully calibrated psychological thriller,1
"'ve marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world",1
Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,0
comes across as lame and sophomoric in this debut indie feature,0
"Tells a fascinating , compelling story .",1
want to slap it,0
get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company,0
a pleasant enough dish,1
Enigma offers all the pleasure of a handsome and well-made entertainment .,1
"a movie that , quite simply , should n't have been made .",0
one of the world 's most fascinating stories,1
falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
"Like Brosnan 's performance , Evelyn comes from the heart .",1
lightweight meaning,0
relatively dry material,0
overcome the triviality of the story,1
an elegant visual sense and a talent,1
"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste",1
the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you,0
possess the lack-of-attention span that we did at seventeen,0
The movie 's progression,1
spirit,1
"shows off a lot of stamina and vitality ,",1
The charm of the first movie,1
all of this unpleasantness,0
"lusty ,",1
gradually makes us believe she is Kahlo,1
"'ve got to love a Disney pic with as little cleavage as this one has , and a heroine as feisty and principled as Jane .",1
long-winded,0
"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",1
good cast,1
say that this vapid vehicle is downright doltish and uneventful,0
"is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own",0
its pretensions,0
not-so-bright mother and daughter,0
a visual style that incorporates rotoscope animation for no apparent reason except,0
from largely flat and uncreative moments,0
ridiculous and,0
the rarest kinds of films,1
There are some movies that hit you from the first scene and you know it 's going to be a trip .,1
"forces them into bizarre , implausible behavior",0
soulful,1
It 's definitely a step in the right direction .,1
Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up,1
Credit director Ramsay,1
"A miraculous movie , I 'm Going Home is so slight ,",1
"do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0
nearly as graphic but much,0
dull-witted and,0
a number of other assets to commend it to movie audiences both innocent and jaded,1
"so insanely stupid , so awful in so many ways",0
would probably have worked better as a one-hour TV documentary,0
"warmth , wit and interesting characters",1
too much resonance,0
as there are moviegoers anxious to see strange young guys doing strange guy things,1
"comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy",0
check this one out,1
painfully formulaic and stilted,0
drown yourself,0
obnoxious special effects,0
", overblown enterprise",0
Ultimately this is a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB- and an old Payne screenplay .,0
just hectic and homiletic,0
a lower I.Q. than when I had entered,0
who deserve more from a vampire pic than a few shrieky special effects,0
hate the feeling of having been slimed in the name of High Art .,0
his aversion,0
is a wonderful thing,1
"introducing an intriguing and alluring premise ,",1
relays its universal points without lectures or confrontations,1
you will probably like it .,1
picture-perfect beach,1
"visually atrocious ,",0
a bad run,0
"It 's better suited for the history or biography channel ,",0
a labour,0
"encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity",1
much more watchable,1
"The production has been made with an enormous amount of affection ,",1
"Taken as a whole , The Tuxedo does n't add up to a whole lot .",0
